RECEIPT_ID,PURCHASE_DATE,SCAN_DATE,STORE_NAME,USER_ID,BARCODE,FINAL_QUANTITY,FINAL_SALE,barcode_length
feea5e7f-dac3-4de4-9987-764e1d486990,2024-08-10,2024-08-10 14:18:03.396 Z,WALMART,62f6cc0730b23c82198fcb6b,00044300059573,1.00,1.82,11
967a0a89-beda-4f88-be8f-2cd4e826589e,2024-08-17,2024-08-17 15:31:20.086 Z,WALMART,646f7258a55bb77a0e265d00,00041331124027,1.00,1.42,11
a7f3bd3e-595d-480c-b91c-59c5b8730817,2024-08-30,2024-08-30 22:00:23.135 Z,WALGREENS,62295629bdf87961669a7327,00311917159119,1.00,1.49,12
d0a24c73-de14-4da1-bbcf-ee1f165603df,2024-08-11,2024-08-11 11:39:31.009 Z,WALMART,65f75cdd5a33935f1ed8135e,00078742026602,1.00,1.78,11
c7ee880e-dea2-4e5a-abd8-6d6ef4436cec,2024-07-02,2024-07-02 08:40:49.792 Z,DOLLAR GENERAL STORE,5e113f59fa89011209663b20,00016000207615,1.00,1.70,11
92a53073-1589-4abc-b48f-1a888d96bc8e,2024-08-09,2024-08-11 06:11:05.202 Z,WALMART,625ea423f2737112f031031a,00015300439801,2.00,2.96,11
6aa70e90-b0da-40fc-8ee0-e30a34d89ec3,2024-06-21,2024-06-21 20:59:25.210 Z,PRICERITE,5eed093f21be14464c2c7484,00041190576593,1.00,1.39,11
aa10dedd-347d-454e-ba11-65f51e158da7,2024-08-06,2024-08-06 07:37:37.583 Z,WINN-DIXIE,5ea9c6c25bcbbc35af459066,00000000049306,1.00,2.79,5
2d5efd6c-fe7b-4a0d-8c09-1ea41ea2c553,2024-06-30,2024-07-03 10:41:49.157 Z,WALMART,6172f2d1c77fb65e37587432,00078742020570,1.00,2.57,11
ab798c19-2ee4-481a-a8fa-637c24ef78fa,2024-08-10,2024-08-10 23:23:33.270 Z,MEIJER,62be9d16baa38d1a1f6b7e47,00850016944061,1.00,1.69,12
aaf8fbf0-6101-4884-8b2a-6c92780bda40,2024-07-06,2024-07-12 09:30:46.399 Z,FOOD LION,6670d7be465f309038ab84ad,00000000000000,1.00,0.90,0
c1b19b43-a2cd-469a-a708-a30173260ca9,2024-07-30,2024-07-30 17:32:15.390 Z,DOLLAR GENERAL STORE,662a13f58f6dede162edfe25,00028400737456,1.00,10.45,11
ce843da5-d6ba-4675-b458-5e22b3fd7eb0,2024-07-22,2024-07-22 14:05:06.926 Z,DOLLAR TREE STORES INC,60da8ea7322c2467e09c2528,00311111353207,1.00,1.25,12
5f1a1e98-730c-4f07-8ad2-3ef56c1df751,2024-08-01,2024-08-13 13:49:23.880 Z,WALMART,648f23a7127ddb5d7ffe72b7,00719665000590,1.00,2.32,12
1124281f-52a6-4105-af55-b1bfc7ae723d,2024-08-19,2024-08-19 10:02:00.280 Z,KROGER,5cbde3fd35936c14506d7a2e,00311111923202,1.00,1.99,12
dd03ea1b-0fae-4bcf-bb55-d7e36eaa75b5,2024-08-16,2024-08-23 08:50:24.805 Z,WALMART,62099fee0ede521c349b0cb3,00024300041464,1.00,2.68,11
15216d04-5948-46d0-b1e1-79a4a588ebd3,2024-08-26,2024-08-28 19:03:04.256 Z,WALMART,6682c89886cc41b000ce61cd,00381371190577,1.00,3.77,12
196765a5-1597-43bf-a585-cfd070f76e50,2024-06-27,2024-07-08 23:02:17.302 Z,WALMART,5f4c930f33014715ebab0fec,00014200004409,1.00,1.54,11
196765a5-1597-43bf-a585-cfd070f76e50,2024-06-27,2024-07-08 23:02:17.302 Z,WALMART,5f4c930f33014715ebab0fec,00014200004409,1.00,1.54,11
468c8f14-0c12-47df-825b-d140fc1b6dde,2024-06-14,2024-06-14 20:11:01.924 Z,KROGER,5d61b4defe79a7584c99c40a,00011110086594,1.00,1.99,11
f9d9b0cd-fcf6-4808-a3e8-5485d9cc8a53,2024-06-14,2024-06-14 13:46:54.606 Z,WALMART,6655fb8e7c0469953bfa6052,00012044048405,1.00,6.97,11
4d50c749-3ee4-473a-98ee-4cfa622ca05e,2024-06-12,2024-06-13 07:27:04.998 Z,KROGER,5ed0620c0914cf13d7242098,00011110086594,1.00,1.99,11
bc9333f8-0fc4-416e-aaeb-fd805453364d,2024-06-21,2024-06-21 14:25:37.661 Z,WALMART,642845468dc68036ac6fa4da,00044000066994,1.00,4.88,11
9d224689-f75b-45ae-9bcf-b0f295db2de5,2024-07-02,2024-07-06 13:54:29.490 Z,WALMART,657090d99cb6a4f05dcadda7,00052100049748,1.00,4.68,11
846d4469-14be-48a8-853d-809923a1b507,2024-07-08,2024-07-08 18:10:05.700 Z,PUBLIX,5d4b46726482b75d19f6cc45,00000000000000,1.00,11.99,0
5c067ee5-2ba0-4747-9efa-8a947596d8a5,2024-06-13,2024-06-13 17:05:13.546 Z,WALMART,5c50de06ef6e60129545bb36,00078742094458,1.00,1.64,11
3762fe17-dab8-4389-8ea3-5b2a35527c3c,2024-07-20,2024-07-21 16:26:55.241 Z,PUBLIX,61781a5e00e69367d54b6d65,00000000000000,1.00,2.84,0
f1ad2cc5-c0a4-4c9c-86af-d3c5f52139f4,2024-07-18,2024-07-24 08:49:05.182 Z,DOLLAR TREE STORES INC,663fec38b7b24d45d93af414,00099900721405,1.00,1.25,11
61552ab8-4db5-4f58-85ae-6ea35068b763,2024-08-21,2024-08-21 13:31:42.707 Z,WALMART,6678ed9a465f309038aca6fc,00890000001103,1.00,0.99,12
f3cbc658-dd77-49b7-99fa-0449f58f15ca,2024-06-30,2024-07-01 07:56:43.041 Z,FESTIVAL FOODS,63613ae9a41d29ba209deee5,00511111503972,1.00,4.99,12
9c76f2bd-16e3-4e97-b625-9a5e9cca7b06,2024-07-19,2024-07-19 16:52:43.774 Z,PICK N SAVE,602fd66ad039b712eaa18cf6,00511111607816,1.00,2.50,12
8cf271c1-dffb-4f0e-9184-f8e3c02c265c,2024-08-18,2024-08-18 11:50:18.012 Z,FOOD LION,62bde868cc43018bbbfd5a0c,00036800459458,1.00,2.29,11
3f3563a2-cb86-4b21-98c3-9dcd9da696bc,2024-07-13,2024-07-15 07:17:01.908 Z,SUPERMERCADOS SELECTOS,602bdd14739add12d1f295a6,00041789001215,1.00,0.89,11
012f1e45-d549-4568-a05a-30475bf01728,2024-09-01,2024-09-02 14:08:23.265 Z,FIVE BELOW,63430a4034de29ce9a62cf13,00813805002328,1.00,2.00,12
d81b951f-c476-492c-8cde-f20fec216576,2024-08-04,2024-08-05 02:51:05.306 Z,SHOP RITE,5f2db5c5e91daa149c5aeb91,00041331034555,1.00,2.99,11
cd2d754c-31dc-48b8-9e04-aeeebcb607ab,2024-07-02,2024-07-03 16:35:16.538 Z,ALDI,66390784b7b24d45d93a0e6a,00000000000000,1.00,1.55,0
1fe690cf-b37b-4fea-ac14-6dfcb314dcc2,2024-08-07,2024-08-07 15:47:59.795 Z,SHOP RITE,621b853f7bbb0c342114d728,00311111350633,1.00,2.99,12
4596a4d4-081b-4e9f-a181-2ab1f2460283,2024-08-11,2024-08-11 08:58:46.771 Z,WALMART,5f9f4d204462ea181f35f1af,00094781281604,1.00,1.84,11
f1eac698-c99e-4784-bfab-75d93a946a4e,2024-08-06,2024-08-17 11:44:03.531 Z,WALMART,64f38de8b84ba41db3faf76c,00308001990000,1.00,5.24,12
